ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews,View Label
cjmb1sh4wonpv0728ryhiijli,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_docking_2016-11-12-14-18-58_bag__stereo_left_image_raw15030794167472.png,"{""None"":[{""geometry"":{""x"":531,""y"":159}}]}",kma1660@gmail.com,navigator_computer_vision,1537476465000,1.583,2016-11-12_docking_2016-11-12-14-18-58_bag__stereo_left_image_raw15030794167472,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1sh4wonpv0728ryhiijli
cjmb1sfviono70728t7n8gpze,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_buoys_2016-11-12-10-42-28_bag__stereo_left_image_raw2072877004700.png,"{""totem_blue"":[{""geometry"":[{""x"":385,""y"":95},{""x"":385,""y"":212},{""x"":467,""y"":212},{""x"":467,""y"":95}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476464000,4.825,2016-11-12_buoys_2016-11-12-10-42-28_bag__stereo_left_image_raw2072877004700,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1sfviono70728t7n8gpze
cjmb1sc49onmg0728d9fxzd8y,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect3_2016-11-12-12-02-33_bag__right_right_image_raw6856914628503.png,"{""cruciform_green"":[{""geometry"":[{""x"":578,""y"":248},{""x"":578,""y"":351},{""x"":674,""y"":351},{""x"":674,""y"":248}]}],""target_large"":[{""geometry"":[{""x"":550,""y"":165},{""x"":550,""y"":232},{""x"":613,""y"":232},{""x"":613,""y"":165}]}],""target_small"":[{""geometry"":[{""x"":647,""y"":180},{""x"":647,""y"":228},{""x"":689,""y"":228},{""x"":689,""y"":180}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476459000,10.813,2016-11-12_detect3_2016-11-12-12-02-33_bag__right_right_image_raw6856914628503,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1sc49onmg0728d9fxzd8y
cjmb1s3qoonhl07287375pak5,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10975895320976.png,"{""cruciform_green"":[{""geometry"":[{""x"":579,""y"":257},{""x"":579,""y"":337},{""x"":648,""y"":337},{""x"":648,""y"":257}]}],""triangle_red"":[{""geometry"":[{""x"":692,""y"":264},{""x"":692,""y"":340},{""x"":731,""y"":340},{""x"":731,""y"":264}]}],""target_large"":[{""geometry"":[{""x"":568,""y"":196},{""x"":568,""y"":241},{""x"":608,""y"":241},{""x"":608,""y"":196}]}],""target_small"":[{""geometry"":[{""x"":629,""y"":202},{""x"":629,""y"":236},{""x"":660,""y"":236},{""x"":660,""y"":202}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476448000,16.471,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10975895320976,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1s3qoonhl07287375pak5
cjmb1rr2foncd0728sirty6eh,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw11018053360693.png,"{""None"":[{""geometry"":{""x"":379,""y"":212}}]}",kma1660@gmail.com,navigator_computer_vision,1537476432000,2.603,2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw11018053360693,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1rr2foncd0728sirty6eh
cjmb1roxuonab07281zx8fipa,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect7_2016-11-12-15-04-59_bag__right_right_image_raw17771782111252.png,"{""cruciform_green"":[{""geometry"":[{""x"":587,""y"":223},{""x"":587,""y"":431},{""x"":789,""y"":431},{""x"":789,""y"":223}]}],""target_large"":[{""geometry"":[{""x"":547,""y"":52},{""x"":547,""y"":182},{""x"":661,""y"":182},{""x"":661,""y"":52}]}],""target_small"":[{""geometry"":[{""x"":743,""y"":89},{""x"":743,""y"":175},{""x"":829,""y"":175},{""x"":829,""y"":89}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476429000,13.426,2016-11-12_detect7_2016-11-12-15-04-59_bag__right_right_image_raw17771782111252,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1roxuonab07281zx8fipa
cjmb1rejqon3n0728c1mpx2uy,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10927741757382.png,"{""None"":[{""geometry"":{""x"":377,""y"":369}}]}",kma1660@gmail.com,navigator_computer_vision,1537476415000,1.469,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10927741757382,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1rejqon3n0728c1mpx2uy
cjmb1rddcd5wk07800h21sxxq,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10817883530216.png,"{""None"":[{""geometry"":{""x"":354,""y"":213}}]}",kma1660@gmail.com,navigator_computer_vision,1537476414000,1.378,2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10817883530216,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1rddcd5wk07800h21sxxq
cjmb1rcawon1k07288drbqbyn,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14845408275898.png,"{""None"":[{""geometry"":{""x"":354,""y"":171}}]}",kma1660@gmail.com,navigator_computer_vision,1537476412000,1.861,2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14845408275898,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1rcawon1k07288drbqbyn
cjmb1raunon0j0728m8592ixa,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17126103862673.png,"{""cruciform_green"":[{""geometry"":[{""x"":714,""y"":262},{""x"":714,""y"":340},{""x"":791,""y"":340},{""x"":791,""y"":262}]}],""triangle_red"":[{""geometry"":[{""x"":828,""y"":272},{""x"":828,""y"":343},{""x"":866,""y"":343},{""x"":866,""y"":272}]}],""target_large"":[{""geometry"":[{""x"":706,""y"":210},{""x"":706,""y"":254},{""x"":745,""y"":254},{""x"":745,""y"":210}]}],""target_small"":[{""geometry"":[{""x"":768,""y"":218},{""x"":768,""y"":249},{""x"":801,""y"":249},{""x"":801,""y"":218}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476411000,20.173,2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17126103862673,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1raunon0j0728m8592ixa
cjmb1qv6xomuv0728a8he06ex,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10971868663383.png,"{""cruciform_green"":[{""geometry"":[{""x"":565,""y"":263},{""x"":565,""y"":336},{""x"":621,""y"":336},{""x"":621,""y"":263}]}],""triangle_red"":[{""geometry"":[{""x"":671,""y"":265},{""x"":671,""y"":343},{""x"":720,""y"":343},{""x"":720,""y"":265}]}],""target_large"":[{""geometry"":[{""x"":557,""y"":201},{""x"":557,""y"":247},{""x"":588,""y"":247},{""x"":588,""y"":201}]},{""geometry"":[{""x"":650,""y"":199},{""x"":650,""y"":252},{""x"":691,""y"":252},{""x"":691,""y"":199}]}],""target_small"":[{""geometry"":[{""x"":600,""y"":209},{""x"":600,""y"":242},{""x"":630,""y"":242},{""x"":630,""y"":209}]},{""geometry"":[{""x"":707,""y"":217},{""x"":707,""y"":252},{""x"":729,""y"":252},{""x"":729,""y"":217}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476390000,22.672,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10971868663383,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1qv6xomuv0728a8he06ex
cjmb1qdred5px0780gw062m8c,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14869571480348.png,"{""None"":[{""geometry"":{""x"":492,""y"":219}}]}",kma1660@gmail.com,navigator_computer_vision,1537476368000,1.507,2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14869571480348,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1qdred5px0780gw062m8c
cjmb1qcgkomnf0728vm1o0ki7,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw11009926671474.png,"{""triangle_blue"":[{""geometry"":[{""x"":634,""y"":263},{""x"":634,""y"":336},{""x"":698,""y"":336},{""x"":698,""y"":263}]}],""target_large"":[{""geometry"":[{""x"":622,""y"":204},{""x"":622,""y"":248},{""x"":661,""y"":248},{""x"":661,""y"":204}]}],""target_small"":[{""geometry"":[{""x"":679,""y"":213},{""x"":679,""y"":242},{""x"":708,""y"":242},{""x"":708,""y"":213}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476366000,12.614,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw11009926671474,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1qcgkomnf0728vm1o0ki7
cjmb1q2ryomj907281xp2izq4,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect5_2016-11-12-14-55-52_bag__right_right_image_raw17248685416759.png,"{""triangle_red"":[{""geometry"":[{""x"":636,""y"":238},{""x"":636,""y"":420},{""x"":812,""y"":420},{""x"":812,""y"":238}]}],""target_large"":[{""geometry"":[{""x"":593,""y"":69},{""x"":593,""y"":203},{""x"":702,""y"":203},{""x"":702,""y"":69}]}],""target_small"":[{""geometry"":[{""x"":776,""y"":105},{""x"":776,""y"":197},{""x"":854,""y"":197},{""x"":854,""y"":105}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476353000,12.505,2016-11-12_detect5_2016-11-12-14-55-52_bag__right_right_image_raw17248685416759,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1q2ryomj907281xp2izq4
cjmb1ptqmomfh0728yergeud1,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw11034154640093.png,"{""circle_green"":[{""geometry"":[{""x"":547,""y"":259},{""x"":547,""y"":323},{""x"":587,""y"":323},{""x"":587,""y"":259}]}],""triangle_blue"":[{""geometry"":[{""x"":620,""y"":263},{""x"":620,""y"":330},{""x"":677,""y"":330},{""x"":677,""y"":263}]}],""target_large"":[{""geometry"":[{""x"":604,""y"":201},{""x"":604,""y"":247},{""x"":641,""y"":247},{""x"":641,""y"":201}]}],""target_small"":[{""geometry"":[{""x"":660,""y"":213},{""x"":660,""y"":246},{""x"":687,""y"":246},{""x"":687,""y"":213}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476342000,18.28,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw11034154640093,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1ptqmomfh0728yergeud1
cjmb1pfofoma207282la1mhlu,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock4_2016-11-12-14-17-54_bag__stereo_left_image_raw14930856167285.png,"{""cruciform_green"":[{""geometry"":[{""x"":537,""y"":38},{""x"":537,""y"":117},{""x"":612,""y"":117},{""x"":612,""y"":38}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476323000,4.587,2016-11-12_dock4_2016-11-12-14-17-54_bag__stereo_left_image_raw14930856167285,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1pfofoma207282la1mhlu
cjmb1pc0wom8g0728a6x1bued,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_buoys_2016-11-12-10-42-28_bag__stereo_left_image_raw2105030093424.png,"{""totem_blue"":[{""geometry"":[{""x"":441,""y"":96},{""x"":441,""y"":198},{""x"":512,""y"":198},{""x"":512,""y"":96}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476319000,4.19,2016-11-12_buoys_2016-11-12-10-42-28_bag__stereo_left_image_raw2105030093424,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1pc0wom8g0728a6x1bued
cjmb1p8z0om6l0728uyecpv4c,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw11022084667572.png,"{""None"":[{""geometry"":{""x"":380,""y"":246}}]}",kma1660@gmail.com,navigator_computer_vision,1537476315000,1.675,2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw11022084667572,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1p8z0om6l0728uyecpv4c
cjmb1p7g2om5i072828p6qzja,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10813882587443.png,"{""None"":[{""geometry"":{""x"":415,""y"":175}}]}",kma1660@gmail.com,navigator_computer_vision,1537476313000,1.502,2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10813882587443,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1p7g2om5i072828p6qzja
cjmb1p69dom4j0728bj7cfe1f,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14829331871958.png,"{""cruciform_green"":[{""geometry"":[{""x"":392,""y"":56},{""x"":392,""y"":101},{""x"":444,""y"":101},{""x"":444,""y"":56}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476311000,7.34,2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14829331871958,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1p69dom4j0728bj7cfe1f
cjmb1p0j7om270728xsro3krx,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17138140005291.png,"{""cruciform_green"":[{""geometry"":[{""x"":673,""y"":266},{""x"":673,""y"":326},{""x"":741,""y"":326},{""x"":741,""y"":266}]}],""target_large"":[{""geometry"":[{""x"":665,""y"":215},{""x"":665,""y"":251},{""x"":699,""y"":251},{""x"":699,""y"":215}]}],""target_small"":[{""geometry"":[{""x"":722,""y"":227},{""x"":722,""y"":252},{""x"":748,""y"":252},{""x"":748,""y"":227}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476304000,11.23,2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17138140005291,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1p0j7om270728xsro3krx
cjmb1orugom0b0728o6jobd4s,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10911663248517.png,"{""None"":[{""geometry"":{""x"":520,""y"":191}}]}",kma1660@gmail.com,navigator_computer_vision,1537476293000,1.583,2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10911663248517,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1orugom0b0728o6jobd4s
cjmb1oqmmolzb07287hjf5455,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw11030013043868.png,"{""triangle_blue"":[{""geometry"":[{""x"":562,""y"":258},{""x"":562,""y"":326},{""x"":624,""y"":326},{""x"":624,""y"":258}]}],""target_large"":[{""geometry"":[{""x"":541,""y"":195},{""x"":541,""y"":244},{""x"":581,""y"":244},{""x"":581,""y"":195}]}],""target_small"":[{""geometry"":[{""x"":606,""y"":209},{""x"":606,""y"":244},{""x"":634,""y"":244},{""x"":634,""y"":209}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476291000,12.732,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw11030013043868,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1oqmmolzb07287hjf5455
cjmb1ogqholvn07287fwzdiy5,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect7_2016-11-12-15-04-59_bag__right_right_image_raw17767771693294.png,"{""cruciform_green"":[{""geometry"":[{""x"":560,""y"":238},{""x"":560,""y"":388},{""x"":721,""y"":388},{""x"":721,""y"":238}]}],""target_large"":[{""geometry"":[{""x"":536,""y"":109},{""x"":536,""y"":210},{""x"":621,""y"":210},{""x"":621,""y"":109}]}],""target_small"":[{""geometry"":[{""x"":675,""y"":137},{""x"":675,""y"":204},{""x"":739,""y"":204},{""x"":739,""y"":137}]}]}",kma1660@gmail.com,navigator_computer_vision,1537476278000,10.326,2016-11-12_detect7_2016-11-12-15-04-59_bag__right_right_image_raw17767771693294,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1ogqholvn07287fwzdiy5
